Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE,TotalSales,2025-10,Cluster,Deadstock
PET CLOTHES HOODIE COSTUME WITH EARS ALL SIZE,CLOTHES AND FASHION ACCESSORIES,C26,0,0.0,0,0,0,4.0,325.0,18,3,700.0,0,0,1
PET CLOTHES SWEATER MEDIUM,CLOTHES AND FASHION ACCESSORIES,C27,0,0.0,0,0,0,3.0,250.0,18,3,548.0,0,0,1
PET CLOTHES SEE THROUGH SANDO ALL SIZE,CLOTHES AND FASHION ACCESSORIES,C28,0,0.0,0,0,0,4.0,140.0,18,3,330.0,0,0,1
PET CLOTHES SILK NEON,CLOTHES AND FASHION ACCESSORIES,C29,0,0.0,1,0,1,4.0,140.0,18,3,334.0,0,0,1
PET CLOTHES 3D PRINT ALL SIZE,CLOTHES AND FASHION ACCESSORIES,C30,0,0.0,0,0,0,2.0,160.0,18,3,366.0,0,0,1
PET CLOTHES YELLOW BEAR STRIPE - SMALL,CLOTHES AND FASHION ACCESSORIES,C31,0,1.0,0,0,0,2.0,90.0,18,3,228.0,0,0,1
PET CLOTHES BRIEF ALL SIZE,CLOTHES AND FASHION ACCESSORIES,C32,0,0.0,0,0,0,2.0,180.0,18,3,406.0,0,0,1
PET CLOTHES SUNDRESS - SMALL,CLOTHES AND FASHION ACCESSORIES,C33,0,0.0,1,0,0,2.0,190.0,18,3,428.0,0,0,1
PET CLOTHES SUNDRESS - MEDIUM,CLOTHES AND FASHION ACCESSORIES,C34,0,0.0,0,0,0,3.0,220.0,18,3,488.0,0,0,1
PET CLOTHES SUNDRESS - LARGE,CLOTHES AND FASHION ACCESSORIES,C35,0,0.0,0,0,0,0.0,280.0,18,3,602.0,0,0,1
PET CLOTHES FLORAL DRESS ALL SIZE,CLOTHES AND FASHION ACCESSORIES,C36,0,1.0,0,1,0,2.0,250.0,18,3,550.0,0,0,1
PET CLOTHES MOUSE PRINT LARGE,CLOTHES AND FASHION ACCESSORIES,C37,0,0.0,3,0,0,6.0,180.0,18,3,429.0,9,0,0
PET CLOTHES GREEN BEAR PRINT MEDIUM,CLOTHES AND FASHION ACCESSORIES,C38,0,0.0,1,0,0,6.0,120.0,18,3,296.0,0,0,1
PET CLOTHES YELLOW SUNFLOWER,CLOTHES AND FASHION ACCESSORIES,C39,0,0.0,0,0,0,2.0,220.0,18,3,486.0,0,0,1
PET CLOTHES BLUE COTTON BEAR BAG,CLOTHES AND FASHION ACCESSORIES,C40,1,0.0,0,0,0,3.0,250.0,18,3,550.0,0,0,1
PET CLOTHES SLEEPWEAR MEDIUM,CLOTHES AND FASHION ACCESSORIES,C42,0,0.0,0,1,1,4.0,230.0,18,3,514.0,0,0,1
PET CLOTHES RAINBOW STRIPES,CLOTHES AND FASHION ACCESSORIES,C43,0,0.0,0,0,0,7.0,230.0,18,3,516.0,0,0,1
PET CLOTHES PRINTED SANDO,CLOTHES AND FASHION ACCESSORIES,C45,0,0.0,0,0,0,1.0,95.0,18,3,234.0,0,0,1
PET CLOTHES HIPIDOG YELLOW FLORAL LACE DRESS,CLOTHES AND FASHION ACCESSORIES,C46,0,0.0,0,0,0,1.0,230.0,18,3,504.0,0,0,1
PET CLOTHES PINK DRESS LACE SMALL,CLOTHES AND FASHION ACCESSORIES,C47,0,0.0,0,0,0,0.0,320.0,18,3,682.0,0,0,1
PET CLOTHES STRIPE DRESS ALL SIZE,CLOTHES AND FASHION ACCESSORIES,C48,1,1.0,0,0,0,0.0,290.0,18,3,626.0,0,0,1
PET PLASTIC SHOES - SMALL,CLOTHES AND FASHION ACCESSORIES,C49,0,0.0,0,0,0,3.0,130.0,18,3,308.0,0,0,1
PET PLASTIC SHOES - MEDIUM,CLOTHES AND FASHION ACCESSORIES,C50,1,0.0,0,0,1,2.0,160.0,18,3,370.0,0,0,1
PET PLASTIC SHOES - LARGE,CLOTHES AND FASHION ACCESSORIES,C51,0,0.0,0,0,0,1.0,190.0,18,3,424.0,0,0,1
FAT CAT SHAMPOO 1000ML,CLOTHES AND FASHION ACCESSORIES,C52,1,0.0,2,1,0,2.0,240.0,18,3,537.0,3,0,0
PAMPERED POOCH PUPPY SHAMPOO 1000ML,CLOTHES AND FASHION ACCESSORIES,C53,1,0.0,0,0,0,0.0,240.0,18,3,524.0,0,0,1
PET CLOTHES YELLOW STRIPE POCHACCO,CLOTHES AND FASHION ACCESSORIES,C54,0,0.0,0,0,0,1.0,250.0,18,3,544.0,0,0,1
RECOVERY SUIT - SMALL,CLOTHES AND FASHION ACCESSORIES,C55,0,5.0,0,0,0,5.0,180.0,18,3,422.0,0,0,1
RECOVERY SUIT - MEDIUM,CLOTHES AND FASHION ACCESSORIES,C56,0,1.0,1,0,0,9.0,190.0,18,3,444.0,0,0,1
RECOVERY SUITE - LARGE,CLOTHES AND FASHION ACCESSORIES,C57,0,3.0,1,0,0,7.0,220.0,18,3,504.0,0,0,1
PRINCESS DRESS - SMALL,CLOTHES AND FASHION ACCESSORIES,C58,0,0.0,1,1,0,2.0,260.0,18,3,570.0,0,0,1
PRINCESS DRESS - MEDIUM,CLOTHES AND FASHION ACCESSORIES,C59,0,0.0,2,0,0,2.0,280.0,18,3,610.0,0,0,1
PRINCESS DRESS - LARGE,CLOTHES AND FASHION ACCESSORIES,C60,0,0.0,1,0,0,2.0,290.0,18,3,628.0,0,0,1
PRINCESS DRESS - XL,CLOTHES AND FASHION ACCESSORIES,C61,0,1.0,3,0,0,1.0,320.0,18,3,692.0,0,0,1
RED JUMPER STRIPE FRENCH FRIES,CLOTHES AND FASHION ACCESSORIES,C62,0,0.0,1,0,0,2.0,320.0,18,3,688.0,0,0,1
JUMPER STRIPE -MEDIUM,CLOTHES AND FASHION ACCESSORIES,C63,0,2.0,0,0,0,-1.0,220.0,18,3,484.0,0,0,1
JUMPER STRIPE - SMALL,CLOTHES AND FASHION ACCESSORIES,C64,0,0.0,0,0,0,1.0,0.0,18,3,44.0,0,0,1
CANDY COLOR DRESS ALL SIZE,CLOTHES AND FASHION ACCESSORIES,C65,0,0.0,0,0,0,0.0,195.0,18,3,432.0,0,0,1
BARBIE CLOTHES SANDO XS/S,CLOTHES AND FASHION ACCESSORIES,C66,0,0.0,0,0,0,2.0,190.0,18,3,426.0,0,0,1
BARBIE CLOTHES SANDO M/L/XL,CLOTHES AND FASHION ACCESSORIES,C67,0,0.0,0,0,0,4.0,230.0,18,3,511.0,1,0,0
PET RECOVERY SUIT PRINTED - SMALL,CLOTHES AND FASHION ACCESSORIES,C68,0,0.0,0,0,0,5.0,165.0,18,3,382.0,0,0,1
PET RECOVERY SUIT PRINTED - MEDIUM,CLOTHES AND FASHION ACCESSORIES,C69,0,0.0,0,2,0,10.0,195.0,18,3,456.0,0,0,1
PET RECOVERY SUIT PRINTED - LARGE,CLOTHES AND FASHION ACCESSORIES,C70,0,0.0,0,0,0,3.0,220.0,18,3,488.0,0,0,1
PET RECOVERY SUIT PRINTED - XL,CLOTHES AND FASHION ACCESSORIES,C71,0,0.0,0,0,0,5.0,240.0,18,3,532.0,0,0,1
WASHABLE DIAPER ORDINARY - SMALL WDO,CLOTHES AND FASHION ACCESSORIES,C72,0,0.0,0,0,0,4.0,120.0,18,3,290.0,0,0,1
PET EYE GLASSES,CLOTHES AND FASHION ACCESSORIES,C73,0,0.0,0,2,0,2.0,88.0,18,3,226.0,0,0,1
NECK CONE PILLOW ROUND NCP - L,CLOTHES AND FASHION ACCESSORIES,C74,0,0.0,0,0,1,2.0,220.0,18,3,488.0,0,0,1
NECK CONE PILLOW ROUND NCP - M,CLOTHES AND FASHION ACCESSORIES,C75,0,0.0,0,0,0,2.0,180.0,18,3,406.0,0,0,1
WASHABLE UNDERWARE - MEDIUM,CLOTHES AND FASHION ACCESSORIES,C76,0,0.0,0,0,1,2.0,90.0,18,3,228.0,0,0,1
SILK RIBBON DRESS - MEDIUM SRD,CLOTHES AND FASHION ACCESSORIES,C77,0,0.0,0,0,0,4.0,280.0,18,3,611.0,1,0,0
SILK RIBBON DRESS - LARGE SRD,CLOTHES AND FASHION ACCESSORIES,C78,0,0.0,0,0,0,1.0,320.0,14,3,676.0,0,0,1
FASHION SUMMER DRESS -FSD,CLOTHES AND FASHION ACCESSORIES,C79,0,0.0,0,0,0,1.0,220.0,14,3,476.0,0,0,1
RUFFLE SKIRT DRESS  - RSD,CLOTHES AND FASHION ACCESSORIES,C80,0,0.0,0,0,0,2.0,170.0,14,3,378.0,0,0,1
SHIMMER DRESS,CLOTHES AND FASHION ACCESSORIES,C81,0,0.0,0,0,0,1.0,160.0,14,3,356.0,0,0,1
PEARL NECKLACE S/M/L,CLOTHES AND FASHION ACCESSORIES,C82,0,0.0,0,1,0,4.0,180.0,14,3,404.0,0,0,1
PET SNEAKERS SHOES - ALL SIZES,CLOTHES AND FASHION ACCESSORIES,C88,0,0.0,0,0,1,0.0,180.0,14,3,396.0,0,0,1
FOLDED HANDBAG PET CARRIER WITH MESH SIDE,"CARRIER, CAGE, AND PLAYPENS",CCO0009,0,1.0,0,0,0,-1.0,320.0,14,3,674.0,0,0,1
PET BAG UFO BACKPACK 30X23X35CM,"CARRIER, CAGE, AND PLAYPENS",CCP0001,0,0.0,0,0,0,1.0,750.0,3,3,1514.0,0,0,1
PET BOX CREAMY TRANSPARENT TYPE 33*41*18CM,"CARRIER, CAGE, AND PLAYPENS",CCP0002,0,0.0,0,0,0,0.0,220.0,12,3,470.0,0,0,1
PET CAR SEAT BOX,"CARRIER, CAGE, AND PLAYPENS",CCP0003,0,0.0,0,0,0,0.0,700.0,12,3,1430.0,0,0,1
BACKPACK GREY COTTON,"CARRIER, CAGE, AND PLAYPENS",CCP0004,0,0.0,0,0,0,0.0,460.0,12,3,950.0,0,0,1
BOX TYPE BREATHABLE BACKPACK,"CARRIER, CAGE, AND PLAYPENS",CCP0005,0,0.0,0,0,0,0.0,490.0,12,3,1010.0,0,0,1
CLEAR BACKPACK CARRIER,"CARRIER, CAGE, AND PLAYPENS",CCP0006,1,2.0,1,0,2,2.0,990.0,12,4,2028.0,0,0,1
CLEAR SLING CARRIER - CFH,"CARRIER, CAGE, AND PLAYPENS",CCP0007,2,0.0,0,1,0,3.0,850.0,12,3,1742.0,0,0,1
FRONT CARRIER BAG - L,"CARRIER, CAGE, AND PLAYPENS",CCP0010,1,2.0,3,1,0,3.0,390.0,12,4,832.0,0,0,1
FRONT CARRIER BAG - M,"CARRIER, CAGE, AND PLAYPENS",CCP0011,1,1.0,2,1,1,6.0,350.0,12,3,754.0,0,0,1
FRONT CARRIER BAG - S,"CARRIER, CAGE, AND PLAYPENS",CCP0012,3,2.0,1,3,0,4.0,320.0,12,5,700.0,0,0,1
FRONT CARRIER BAG - XL,"CARRIER, CAGE, AND PLAYPENS",CCP0013,0,0.0,0,0,0,0.0,196.0,12,3,422.0,0,0,1
LIGHTWEIGHT PET TRAVEL BACKPACK CLEAR WINDOW CAT FACE PRINT,"CARRIER, CAGE, AND PLAYPENS",CCP0014,0,0.0,0,0,0,1.0,850.0,12,3,1732.0,0,0,1
PET BAG BACKPACK ALL SEASONS,"CARRIER, CAGE, AND PLAYPENS",CCP0015,1,0.0,0,0,0,1.0,850.0,3,3,1716.0,0,0,1
PET BAG BACKPACK OXFORD CLOTH,"CARRIER, CAGE, AND PLAYPENS",CCP0016,0,0.0,0,0,0,0.0,420.0,6,3,858.0,0,0,1
PET BAG CAT EAR CLEAR SPACE CARRIER 34*10*28CM,"CARRIER, CAGE, AND PLAYPENS",CCP0017,1,0.0,0,0,0,2.0,1100.0,3,3,2218.0,0,0,1
PET BAG LEATHER BACKPACK CAPSULE WITH CARTOON STICKERS,"CARRIER, CAGE, AND PLAYPENS",CCP0018,0,0.0,0,0,0,0.0,550.0,6,3,1118.0,0,0,1
PET BAG PORTABLE HAND HELD SHOULDER BREATHABLE,"CARRIER, CAGE, AND PLAYPENS",CCP0019,0,0.0,0,0,0,0.0,570.0,3,3,1152.0,0,0,1
PET BAG PORTABLE HAND-HELD SHOULDER BAG EVA+PC,"CARRIER, CAGE, AND PLAYPENS",CCP0020,0,0.0,0,1,0,2.0,890.0,6,3,1804.0,0,0,1
PET CARRIER ASTRO BACKPACK CLEAR WINDOW 42X34X27CM,"CARRIER, CAGE, AND PLAYPENS",CCP0021,1,1.0,0,1,1,4.0,1300.0,6,3,2635.0,1,1,0
PET CARRIER GLOSSY PLASTIC TRANSPARENT SLING HANDBAG,"CARRIER, CAGE, AND PLAYPENS",CCP0022,1,0.0,0,0,0,3.0,1020.0,5,3,2064.0,0,0,1
PET CARRIER SHOULDER BAG SLING - LARGE,"CARRIER, CAGE, AND PLAYPENS",CCP0023,0,0.0,0,0,0,0.0,298.0,5,3,612.0,0,0,1
PET CARRIER SHOULDER BAG SLING - SMALL,"CARRIER, CAGE, AND PLAYPENS",CCP0024,0,0.0,0,0,0,0.0,298.0,5,3,612.0,0,0,1
PET CARRIER SLING BAG MESH,"CARRIER, CAGE, AND PLAYPENS",CCP0025,0,0.0,0,0,0,0.0,0.0,5,3,16.0,0,0,1
CAT VILLA CAGE - 4 LAYER 85X62X178CM,"CARRIER, CAGE, AND PLAYPENS",CCP0026,0,0.0,0,0,0,1.0,7880.0,5,3,15778.0,0,1,0
PET CAGE MULTIFUNCTIONAL CAT CABINET 100X60X60CM,"CARRIER, CAGE, AND PLAYPENS",CCP0027,0,0.0,0,0,0,0.0,3200.0,5,3,6416.0,0,1,0
CAT CONDO 2-3 LAYERS,"CARRIER, CAGE, AND PLAYPENS",CCP0028,0,0.0,0,0,0,0.0,700.0,5,3,1416.0,0,0,1
CAT CONDO 5 LAYERS WITH 2 ROOMS,"CARRIER, CAGE, AND PLAYPENS",CCP0029,0,0.0,0,1,0,1.0,3600.0,5,3,7220.0,0,1,0
CAT PET CAGE 2 LAYERS,"CARRIER, CAGE, AND PLAYPENS",CCP0030,0,0.0,0,0,0,0.0,1820.0,5,3,3656.0,0,1,0
COLLAPSIBLE CAT CAGE - 2 XL,"CARRIER, CAGE, AND PLAYPENS",CCP0031,0,0.0,0,0,0,0.0,1550.0,5,3,3116.0,0,1,0
COLLAPSIBLE CAT CAGE - 3 XL,"CARRIER, CAGE, AND PLAYPENS",CCP0032,0,0.0,0,0,0,0.0,2050.0,5,3,4116.0,0,1,0
COLLAPSIBLE CAT CAGE - LARGE,"CARRIER, CAGE, AND PLAYPENS",CCP0033,0,0.0,0,0,0,0.0,1280.0,5,3,2576.0,0,1,0
CAGE MAT,"CARRIER, CAGE, AND PLAYPENS",CCP0034,0,0.0,0,0,0,0.0,0.0,5,3,16.0,0,0,1
CHINA COLLAPSIBLE CAGE - L,"CARRIER, CAGE, AND PLAYPENS",CCP0035,0,2.0,1,1,1,4.0,1100.0,5,3,2234.0,0,0,1
CHINA COLLAPSIBLE CAGE - M,"CARRIER, CAGE, AND PLAYPENS",CCP0036,0,2.0,4,1,0,6.0,850.0,5,3,1742.0,0,0,1
CHINA COLLAPSIBLE CAGE - S,"CARRIER, CAGE, AND PLAYPENS",CCP0037,0,0.0,0,0,0,0.0,480.0,5,3,976.0,0,0,1
HD LOCAL COLLAPSIBLE CAGE - 2XL,"CARRIER, CAGE, AND PLAYPENS",CCP0038,2,2.0,1,2,2,8.0,1700.0,5,4,3452.0,0,1,0
HD LOCAL COLLAPSIBLE CAGE - 3XL,"CARRIER, CAGE, AND PLAYPENS",CCP0039,0,0.0,2,0,0,5.0,2500.0,5,3,5030.0,0,1,0
HD LOCAL COLLAPSIBLE CAGE - L,"CARRIER, CAGE, AND PLAYPENS",CCP0040,0,0.0,2,3,2,8.0,1200.0,5,4,2448.0,0,0,1
HD LOCAL COLLAPSIBLE CAGE - M,"CARRIER, CAGE, AND PLAYPENS",CCP0041,0,0.0,0,0,1,8.0,850.0,5,3,1734.0,0,0,1
HD LOCAL COLLAPSIBLE CAGE - XL,"CARRIER, CAGE, AND PLAYPENS",CCP0042,2,0.0,0,0,2,8.0,1320.0,5,3,2680.0,0,1,0
LOCAL PLAYPEN 6 PANELS - SMALL,"CARRIER, CAGE, AND PLAYPENS",CCP0043,1,1.0,0,0,0,4.0,1750.0,5,3,3528.0,0,1,0
LOCAL PLAYPEN 8 PANELS - MEDIUM,"CARRIER, CAGE, AND PLAYPENS",CCP0044,0,1.0,0,0,0,0.0,2200.0,5,3,4418.0,0,1,0
PAWSMART COLLAPSIBLE CAGE - 3XL,"CARRIER, CAGE, AND PLAYPENS",CCP0045,0,0.0,0,0,0,0.0,1800.0,5,3,3616.0,0,1,0
TRAVEL CRATES  - S,"CARRIER, CAGE, AND PLAYPENS",CCP0046,3,1.0,2,5,0,2.0,950.0,5,4,1944.0,0,0,1
TRAVEL CRATES - 2XL,"CARRIER, CAGE, AND PLAYPENS",CCP0047,1,1.0,0,0,0,0.0,2800.0,5,3,5620.0,0,1,0
TRAVEL CRATES - 3XL,"CARRIER, CAGE, AND PLAYPENS",CCP0048,0,0.0,0,0,0,0.0,3500.0,5,3,7016.0,0,1,0
TRAVEL CRATES - L,"CARRIER, CAGE, AND PLAYPENS",CCP0049,0,0.0,4,0,0,2.0,1900.0,5,3,3828.0,0,1,0
TRAVEL CRATES - M,"CARRIER, CAGE, AND PLAYPENS",CCP0050,0,1.0,1,2,1,7.0,1600.0,5,4,3242.0,0,1,0
TRAVEL CRATES - XL,"CARRIER, CAGE, AND PLAYPENS",CCP0051,1,0.0,1,0,1,3.0,2200.0,5,3,4428.0,0,1,0
TRAVEL CRATES - XS,"CARRIER, CAGE, AND PLAYPENS",CCP0052,2,2.0,0,0,0,0.0,850.0,5,3,1724.0,0,0,1
CLEAR SLING BAG - PC05M,"CARRIER, CAGE, AND PLAYPENS",CCP0053,2,5.0,1,1,1,2.0,850.0,5,4,1742.0,0,0,1
CAT CONDO 5LAYERS BLUE 2320,"CARRIER, CAGE, AND PLAYPENS",CCP0054,0,0.0,0,0,0,1.0,3500.0,3,3,7014.0,0,1,0
CAT CONDO 5 LAYERS WITH SOFA Y23,"CARRIER, CAGE, AND PLAYPENS",CCP0055,0,0.0,0,0,0,1.0,3200.0,10,3,6428.0,0,1,0
CAT CONDO 5 LAYERS WITH TENT HOUSE Y19,"CARRIER, CAGE, AND PLAYPENS",CCP0056,0,0.0,0,0,0,1.0,2800.0,3,3,5614.0,0,1,0
LV LUX BACKPACK PET CARRIER WITH CATROON STICKERS,"CARRIER, CAGE, AND PLAYPENS",CCP0057,0,0.0,1,1,1,2.0,1100.0,10,3,2236.0,0,0,1
CAT VILLA GLASS DOOR CAT CABINET 100CMX60CMX60CM,"CARRIER, CAGE, AND PLAYPENS",CCP0058,0,0.0,0,0,0,2.0,6400.0,10,3,12830.0,0,1,0
PAWSMART HEAVY DUTY PLAYPEN 6PANELS,"CARRIER, CAGE, AND PLAYPENS",CCP0059,0,0.0,0,0,1,1.0,1750.0,10,3,3530.0,0,1,0
PAWSMART HEAVY DUTY PLAYPEN - 8PANELS,"CARRIER, CAGE, AND PLAYPENS",CCP0060,0,0.0,0,0,0,0.0,2280.0,10,3,4586.0,0,1,0
CARSEAT BOX ALL SIZE,"CARRIER, CAGE, AND PLAYPENS",CCP0061,0,0.0,0,0,0,2.0,820.0,10,3,1670.0,0,0,1
PET FENCE / TENT OBLONG LARGE,"CARRIER, CAGE, AND PLAYPENS",CCP0062,0,1.0,0,0,0,5.0,1100.0,10,3,2238.0,0,0,1
PET FENCE / TENT OCTAGON 8SIDES LARGE,"CARRIER, CAGE, AND PLAYPENS",CCP0063,0,2.0,0,0,0,0.0,690.0,10,3,1410.0,0,0,1
PET BATH CAGE METAL,"CARRIER, CAGE, AND PLAYPENS",CCP0064,0,0.0,0,0,0,2.0,680.0,10,3,1390.0,0,0,1
FOLDABLE BAG CARRIER SLING DOME,"CARRIER, CAGE, AND PLAYPENS",CCP0065,2,1.0,0,0,0,0.0,480.0,10,3,992.0,0,0,1
DOG TOILET DRAWER - METAL POTTY MEDIUM,"CARRIER, CAGE, AND PLAYPENS",CCP0066,0,0.0,0,0,0,2.0,880.0,10,3,1790.0,0,0,1
DOOR GATE PET FENCE AUTOLOCK,"CARRIER, CAGE, AND PLAYPENS",CCP0067,0,0.0,0,0,0,2.0,1880.0,10,3,3790.0,0,1,0
HEAVY DUTY CAT CAGE 3 LAYER,"CARRIER, CAGE, AND PLAYPENS",CCP0068,0,0.0,0,0,1,1.0,4300.0,10,3,8630.0,0,1,0
HEAVY DUTY CAT CAGE 4 LAYERS,"CARRIER, CAGE, AND PLAYPENS",CCP0069,0,0.0,0,0,0,1.0,5200.0,10,3,10428.0,0,1,0
PLASTIC CLEAR SLING HANDBAG - PCO9L,"CARRIER, CAGE, AND PLAYPENS",CCP0070,1,0.0,0,1,0,1.0,780.0,10,3,1592.0,0,0,1
HAMSTER CAGE FULLY TRANSPARENT ACRYLIC - FTA 45X32X30CM,"CARRIER, CAGE, AND PLAYPENS",CCP0071,0,0.0,0,0,0,1.0,1900.0,10,3,3828.0,0,1,0
HAMSTER CAGE - LUXURY ACRYLIC 42X32X30CM,"CARRIER, CAGE, AND PLAYPENS",CCP0072,0,0.0,0,0,0,1.0,1720.0,10,3,3468.0,0,1,0
HAMSTER CAGE - ORANGE VILLA PLASTIC 52X36X27CM,"CARRIER, CAGE, AND PLAYPENS",CCP0073,0,0.0,0,0,0,1.0,1800.0,10,3,3628.0,0,1,0
BIRD CAGE SQUARE WHITE - SMALL 42X32X60CM,"CARRIER, CAGE, AND PLAYPENS",CCP0074,0,0.0,0,0,0,1.0,1500.0,10,3,3028.0,0,1,0
MOORPET SMALL PET SLING BAG - MB3,"CARRIER, CAGE, AND PLAYPENS",CCP0075,0,1.0,1,1,0,0.0,750.0,10,3,1532.0,0,0,1
MESH FRONT SQUARE BAG - MB2,"CARRIER, CAGE, AND PLAYPENS",CCP0076,0,0.0,0,1,0,2.0,880.0,10,3,1792.0,0,0,1
MOORPET CLEAR FRONT SLING BAG - MB1,"CARRIER, CAGE, AND PLAYPENS",CCP0077,0,1.0,0,0,0,1.0,820.0,10,3,1670.0,0,0,1
PET WOODEN HOUSE 57X44X59,"CARRIER, CAGE, AND PLAYPENS",CCP0078,0,0.0,0,0,0,1.0,2200.0,10,3,4428.0,0,1,0
HOUSE BIRD CAGE HBC-1,"CARRIER, CAGE, AND PLAYPENS",CCP0079,0,0.0,0,0,0,1.0,3200.0,10,3,6428.0,0,1,0
PET TROLLEY BAG WITH WHEELS - 2 LAYERS PTB2,"CARRIER, CAGE, AND PLAYPENS",CCP0080,0,0.0,0,0,0,0.0,3200.0,10,3,6426.0,0,1,0
DIY PET FENCE 6 PANELS,"CARRIER, CAGE, AND PLAYPENS",CCP0081,0,0.0,0,0,2,2.0,290.0,10,3,614.0,0,0,1
DIY PET FENCE 8 PANELS,"CARRIER, CAGE, AND PLAYPENS",CCP0082,0,0.0,1,1,0,2.0,390.0,10,3,814.0,0,0,1
DIY PET FENCE 12 PANELS,"CARRIER, CAGE, AND PLAYPENS",CCP0083,0,0.0,0,0,1,2.0,620.0,10,3,1272.0,0,0,1
PET FENCE / TENT OBLONG XL,"CARRIER, CAGE, AND PLAYPENS",CCP0084,0,0.0,0,0,0,1.0,1300.0,10,3,2628.0,0,1,0
PET FENCE/ BOX TENT - MEDIUM,"CARRIER, CAGE, AND PLAYPENS",CCP0085,0,0.0,0,0,0,4.0,890.0,10,3,1814.0,0,0,1
PET FENCE/ BOX TENT - SMALL,"CARRIER, CAGE, AND PLAYPENS",CCP0086,0,0.0,0,0,0,1.0,790.0,10,3,1608.0,0,0,1
PET TROLLEY BAG WITH WHEEL - 1 LAYER PTB1,"CARRIER, CAGE, AND PLAYPENS",CCP0087,0,0.0,0,0,0,1.0,2150.0,10,3,4328.0,0,1,0
B2 OCTAGON TENT 8PANELS - SMALL,"CARRIER, CAGE, AND PLAYPENS",CCP0088,0,0.0,1,0,0,0.0,580.0,10,3,1188.0,0,0,1
B2 OCTAGON TENT 8PANELS - MEDIUM,"CARRIER, CAGE, AND PLAYPENS",CCP0089,0,0.0,0,0,0,2.0,720.0,10,3,1470.0,0,0,1
B2 OCTAGON TENT 8PANELS - LARGE,"CARRIER, CAGE, AND PLAYPENS",CCP0090,0,0.0,0,0,2,2.0,890.0,10,3,1814.0,0,0,1
HD CAT CAGE HOUSE 4LAYERS - CCH,"CARRIER, CAGE, AND PLAYPENS",CCP0091,0,0.0,0,0,0,1.0,3550.0,10,3,7128.0,0,1,0
PET BAG CARRIER SMALL CROSSBODY BAG ,"CARRIER, CAGE, AND PLAYPENS",CCP0092,0,0.0,0,0,2,0.0,680.0,10,3,1390.0,0,0,1
PET FENCE OCTAGON PFO - LARGE 114X114X60CM ,"CARRIER, CAGE, AND PLAYPENS",CCP0094,0,0.0,0,0,1,0.0,720.0,10,3,1468.0,0,0,1
ORI CAT ADULT 20KG,CAT FOOD - DRY,CDT0038,0,0.0,0,0,0,0.0,2385.0,16,3,4808.0,0,1,0
CAT LITTER BOX FULLY ENCLOSED -SMALL 38X52X35CM,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0001,0,0.0,0,0,0,0.0,350.0,11,3,728.0,0,0,1
CAT LITTER PET BOX OPEN TRANSLUCENT CAT TOILET 50*36*18cm,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0002,0,0.0,0,0,0,0.0,180.0,3,3,372.0,0,0,1
CAT LITTER BOX CURLYTAIL SEMI-CLOSED,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0003,0,0.0,0,0,0,0.0,370.0,13,3,772.0,0,0,1
CAT LITTER BOX FULLY ENCLOSED DRAWER DOUBLE DOORS,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0004,0,0.0,0,0,0,0.0,550.0,13,3,1132.0,0,0,1
CAT LITTER BOX FULLY ENCLOSED FRONT AND TOP DOOR 52X36X34CM,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0006,0,0.0,0,0,0,0.0,300.0,13,3,632.0,0,0,1
CAT LITTER BOX HIGH FENCE SEMI-CLOSED,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0007,0,0.0,0,0,0,0.0,200.0,13,3,432.0,0,0,1
CAT LITTER BOX WITH FLIP DOOR,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0008,0,0.0,0,0,0,0.0,330.0,13,3,692.0,0,0,1
CAT LITTER SCOOP METAL SHOVEL -SMALL,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0009,1,2.0,0,0,1,4.0,180.0,13,3,408.0,0,0,1
CAT LITTER SCOOPER BRONZE METAL SHOVEL,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0010,0,0.0,1,1,1,4.0,260.0,13,3,566.0,0,0,1
CAT LITTER SCOOPER METAL SHOVEL - LARGE,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0011,1,0.0,0,0,0,0.0,230.0,13,3,494.0,0,0,1
CAT LITTER SCOOPER SHORT HANDLE,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0012,0,0.0,0,2,6,0.0,13.0,13,3,74.0,0,0,1
CUBIC CAT LITTER BOX - LARGE,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0013,2,0.0,0,0,0,12.0,650.0,13,3,1360.0,0,0,1
CUBIC CAT LITTER BOX - MEDIUM,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0014,2,0.0,1,5,0,17.0,450.0,13,3,982.0,0,0,1
CUBIC CAT LITTER BOX - SMALL,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0015,0,0.0,0,0,0,0.0,135.0,13,3,302.0,0,0,1
CURVED CAT LITTER SCOOPER,"CAT LITTER - BOX, SAND, AND SCOOPER",CL0016,0,0.0,0,1,0,0.0,40.0,13,3,114.0,0,0,1
