Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE,TotalSales,2025-10,Cluster,Deadstock
RUBBER GLOVES - SHORT,GROOMING AND ACCESSORIES,GA0087,0,0.0,0,0,2,5.0,220.0,9,3,478.0,0,0,1
RUBBER GLOVES - LONG,GROOMING AND ACCESSORIES,GA0088,0,0.0,0,0,0,6.0,280.0,9,3,596.0,0,0,1
HAIR REMOVAL GLOVES - HRG1,GROOMING AND ACCESSORIES,GA0089,0,0.0,0,0,3,6.0,140.0,9,3,322.0,0,0,1
LINT REMOVER FLAT DOUBLE SIDED BRUSH - LRF,GROOMING AND ACCESSORIES,GA0090,0,0.0,1,0,0,7.0,70.0,9,3,180.0,0,0,1
70 PRESENT EYE WIPES 150PCS QW 633,GROOMING AND ACCESSORIES,GA0091,0,0.0,0,0,4,20.0,95.0,9,3,262.0,0,0,1
PAW CARE PET FOOT CREAM 60G QW613,GROOMING AND ACCESSORIES,GA0092,0,0.0,0,1,0,4.0,195.0,9,3,424.0,0,0,1
TICK PICKER REMOVER,GROOMING AND ACCESSORIES,GA0093,0,0.0,1,0,0,0.0,70.0,9,3,166.0,0,0,1
GRAIN FORMULA/JONSANTY HAMSTER FOOD 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0001,0,0.0,0,0,0,0.0,0.0,9,3,24.0,0,0,1
SMARTHEART RODENT FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0002,0,0.0,0,0,0,0.0,96.0,9,3,216.0,0,0,1
HAMSTER CASTLE HAWAII VILLA,HAMSTER / RABBIT / FISH / BIRD,HRB0003,0,1.0,0,0,0,4.0,280.0,9,3,594.0,0,0,1
HAMSTER HOUSE -SMALL VILLA,HAMSTER / RABBIT / FISH / BIRD,HRB0004,1,0.0,0,0,0,2.0,180.0,9,3,390.0,0,0,1
HAMSTER SLIDE HOUSE - HSH,HAMSTER / RABBIT / FISH / BIRD,HRB0005,0,0.0,0,0,0,2.0,130.0,9,3,288.0,0,0,1
HAMSTER SWING,HAMSTER / RABBIT / FISH / BIRD,HRB0006,0,0.0,0,0,0,0.0,90.0,9,3,204.0,0,0,1
HAMSTER WATER BOTTLE FEEDER 80ML,HAMSTER / RABBIT / FISH / BIRD,HRB0007,0,0.0,0,0,0,0.0,95.0,9,3,214.0,0,0,1
JENECA OXYGEN PUMP AP-980,HAMSTER / RABBIT / FISH / BIRD,HRB0008,0,0.0,0,0,0,1.0,280.0,9,3,586.0,0,0,1
SOBO AQUARIUM FILTER PUMP WP-1200F,HAMSTER / RABBIT / FISH / BIRD,HRB0009,0,0.0,0,0,0,0.0,170.0,9,3,364.0,0,0,1
SOBO OXYGEN PUMP SB-248A,HAMSTER / RABBIT / FISH / BIRD,HRB0010,0,0.0,0,1,0,2.0,250.0,9,3,530.0,0,0,1
FISH FLOATING PELLET 100G PACK,HAMSTER / RABBIT / FISH / BIRD,HRB00105,0,1.0,0,0,0,9.0,40.0,9,3,124.0,0,0,1
PORPOISE GOLDFISH PELLETS SLOW SINKING 88G,HAMSTER / RABBIT / FISH / BIRD,HRB00107,0,0.0,0,0,0,2.0,110.0,9,3,248.0,0,0,1
INFINITY FISH FOOD FLAKES 25G,HAMSTER / RABBIT / FISH / BIRD,HRB00108,0,1.0,0,0,0,1.0,90.0,9,3,208.0,0,0,1
PORPOISE GOLDFISH FLOATING PELLETS 88G,HAMSTER / RABBIT / FISH / BIRD,HRB00109,1,0.0,0,0,0,0.0,80.0,9,3,186.0,0,0,1
SOBO SUBMERSIBLE PUMP WP-100D,HAMSTER / RABBIT / FISH / BIRD,HRB0011,0,0.0,0,0,1,1.0,250.0,9,33,588.0,0,0,1
PET PAPER COTTON JONSANTY CST344 LEMONGRASS,HAMSTER / RABBIT / FISH / BIRD,HRB0012,0,0.0,0,0,0,0.0,130.0,9,3,284.0,0,0,1
PET PAPER COTTON JONSANTY CST347 LAVENDER,HAMSTER / RABBIT / FISH / BIRD,HRB0013,0,0.0,0,0,0,0.0,140.0,9,33,364.0,0,0,1
PREMIUM BIRD FOOD MIXED SEEDS AND PELLETS 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0014,0,0.0,0,0,0,0.0,98.0,9,3,220.0,0,0,1
BIRD MIXED SEEDS 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0015,0,0.0,0,0,0,0.0,70.0,9,3,164.0,0,0,1
R&M BIRD FOOD BL-0101 TIGER SKIN PATTERN BIRD,HAMSTER / RABBIT / FISH / BIRD,HRB0016,0,0.0,0,0,0,0.0,100.0,9,3,224.0,0,0,1
AQUA MASTER FISH FOOD 15G,HAMSTER / RABBIT / FISH / BIRD,HRB0017,2,1.0,0,0,1,10.0,50.0,9,3,152.0,0,0,1
LUXBER HAMSTER FOOD (REPACK) 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0018,0,0.0,0,0,0,0.0,32.5,9,3,89.0,0,0,1
LUXBER HAMSTER FOOD 1LB RL-0121,HAMSTER / RABBIT / FISH / BIRD,HRB0019,0,0.0,0,0,0,0.0,60.0,9,3,144.0,0,0,1
R&M RM-0110 MINI HAMSTER CEREALS,HAMSTER / RABBIT / FISH / BIRD,HRB0020,0,0.0,0,0,0,0.0,35.0,9,3,94.0,0,0,1
R&M RM-0111 HAMSTER CLASSIC CEREAL (454G),HAMSTER / RABBIT / FISH / BIRD,HRB0021,0,0.0,0,0,0,0.0,80.0,9,3,184.0,0,0,1
VITAKRAFT HAMSTER 1-KILO PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0022,0,0.0,0,0,0,0.0,210.0,9,3,444.0,0,0,1
VITAKRAFT HAMSTER 400G,HAMSTER / RABBIT / FISH / BIRD,HRB0023,0,0.0,0,0,0,0.0,110.0,9,3,244.0,0,0,1
BIRD CAGE #1000-1004,HAMSTER / RABBIT / FISH / BIRD,HRB0024,0,0.0,0,0,0,0.0,285.0,9,3,594.0,0,0,1
BIRD CAGE #1004,HAMSTER / RABBIT / FISH / BIRD,HRB0025,0,0.0,0,0,0,0.0,480.0,9,3,984.0,0,0,1
BIRD CAGE RECTANGLE CST876,HAMSTER / RABBIT / FISH / BIRD,HRB0026,0,0.0,0,0,0,0.0,460.0,9,3,944.0,0,0,1
BIRD FEEDER WITH CAGE HOLDER - MEDIUM,HAMSTER / RABBIT / FISH / BIRD,HRB0027,0,0.0,0,0,0,0.0,35.0,9,3,94.0,0,0,1
BIRD FEEDER WITH CAGE HOLDER - SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0028,0,0.0,0,0,0,0.0,25.0,9,3,74.0,0,0,1
BIRD FEEDER WITH CAGE HOLDER -LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0029,0,0.0,0,0,0,0.0,45.0,9,3,114.0,0,0,1
BIRD SEEDS AND WATER FEEDER,HAMSTER / RABBIT / FISH / BIRD,HRB0030,0,0.0,0,0,0,3.0,85.0,9,3,200.0,0,0,1
BIRD SEEDS MIX REPACK 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0031,0,0.0,0,0,0,0.0,60.0,9,3,144.0,0,0,1
DOUBLE DECK HAMSTER CAGE - LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0032,0,0.0,0,0,0,0.0,330.0,9,3,684.0,0,0,1
DOUBLE DECK HAMSTER CAGE - SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0033,0,0.0,0,0,0,0.0,250.0,9,3,524.0,0,0,1
DRIED WORMS REPACK 100G,HAMSTER / RABBIT / FISH / BIRD,HRB0034,0,0.0,0,0,1,0.0,55.0,9,3,136.0,0,0,1
EMILY HAMSTER WOOD SHAVINGS 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0035,0,1.0,2,2,0,11.0,220.0,9,4,498.0,0,0,1
FULIKAI RABBIT FOOD ADULT 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0036,0,0.0,0,0,0,4.0,230.0,9,3,492.0,0,0,1
GRAIN FORMULA/JONSANTY HAMSTER FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0037,0,0.0,0,0,0,0.0,84.0,9,3,192.0,0,0,1
HAMSTER BATH SAND,HAMSTER / RABBIT / FISH / BIRD,HRB0038,1,2.0,0,0,0,-3.0,120.0,9,3,264.0,0,0,1
HAMSTER BATHROOM TRANSPARENT - LARGE 16X11X11CM,HAMSTER / RABBIT / FISH / BIRD,HRB0039,0,0.0,0,1,0,0.0,150.0,9,3,326.0,0,0,1
HAMSTER CAGE - 2 LAYERS,HAMSTER / RABBIT / FISH / BIRD,HRB0040,0,0.0,0,0,0,1.0,480.0,9,3,986.0,0,0,1
HAMSTER CAGE - 3 LAYERS,HAMSTER / RABBIT / FISH / BIRD,HRB0041,0,1.0,0,0,1,0.0,680.0,9,3,1388.0,0,0,1
HAMSTER CAGE -1 LAYER,HAMSTER / RABBIT / FISH / BIRD,HRB0042,0,0.0,0,0,0,2.0,390.0,9,3,808.0,0,0,1
HAMSTER CAGE CRYSTAL ACRYLIC TRANSPARENT - 2 LAYERS,HAMSTER / RABBIT / FISH / BIRD,HRB0043,1,0.0,0,0,0,1.0,1300.0,9,3,2628.0,0,1,0
HAMSTER CLAMP RAT PICKER CLAMP,HAMSTER / RABBIT / FISH / BIRD,HRB0044,0,0.0,0,0,0,4.0,99.0,9,3,230.0,0,0,1
HAMSTER POTTY,HAMSTER / RABBIT / FISH / BIRD,HRB0045,0,0.0,0,0,0,0.0,80.0,9,3,184.0,0,0,1
HAMSTER RUNNING BALL - LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0046,0,0.0,1,0,0,4.0,120.0,9,3,274.0,0,0,1
HAMSTER RUNNING WHEEL - LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0047,0,2.0,0,0,0,-2.0,160.0,9,3,344.0,0,0,1
HAMSTER SAWDUST NATURAL WOOD CHIPS BEDDING,HAMSTER / RABBIT / FISH / BIRD,HRB0048,0,0.0,0,0,0,0.0,168.0,9,3,360.0,0,0,1
HAMSTER SAWDUST PREMIUM WOODSHAVINGS 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0049,1,1.0,1,0,0,1.0,120.0,9,3,272.0,0,0,1
HAMSTER SILENT RUNNING WHEELS 11CM,HAMSTER / RABBIT / FISH / BIRD,HRB0050,0,0.0,0,0,2,3.0,230.0,9,3,494.0,0,0,1
HAMSTER SILENT RUNNING WHEELS 14CM,HAMSTER / RABBIT / FISH / BIRD,HRB0051,0,0.0,0,0,0,0.0,260.0,9,3,544.0,0,0,1
HAMSTER SILENT RUNNING WHEELS 16CM,HAMSTER / RABBIT / FISH / BIRD,HRB0052,0,0.0,0,0,0,0.0,280.0,9,3,584.0,0,0,1
HAMSTER TOILET WITH DOOR,HAMSTER / RABBIT / FISH / BIRD,HRB0053,0,0.0,0,0,0,0.0,59.0,9,3,142.0,0,0,1
HAMSTER TOILET WITH SHOVEL,HAMSTER / RABBIT / FISH / BIRD,HRB0054,0,0.0,0,0,0,0.0,79.0,9,3,182.0,0,0,1
HAMSTER WATER BOTTLE FEEDER 250ML,HAMSTER / RABBIT / FISH / BIRD,HRB0055,0,0.0,0,0,0,0.0,45.0,9,3,114.0,0,0,1
HAMSTER WHEEL TRANSPARENT,HAMSTER / RABBIT / FISH / BIRD,HRB0056,1,0.0,0,0,0,-1.0,95.0,9,3,214.0,0,0,1
HAMSTER WHEELS,HAMSTER / RABBIT / FISH / BIRD,HRB0057,0,0.0,0,0,0,0.0,85.0,9,3,194.0,0,0,1
JONSANTY ASSORTED FRUITS SNACK FOOD 500ML/G,HAMSTER / RABBIT / FISH / BIRD,HRB0058,0,0.0,0,0,0,0.0,110.0,9,3,244.0,0,0,1
JONSANTY BREADWORM - DRY WORM SNACK FOOD 500ML/G,HAMSTER / RABBIT / FISH / BIRD,HRB0059,0,0.0,0,0,0,0.0,85.0,9,3,194.0,0,0,1
JONSANTY GRAIN FORMULA HAMSTER FOOD 2LB,HAMSTER / RABBIT / FISH / BIRD,HRB0060,0,0.0,0,0,0,0.0,165.0,9,3,354.0,0,0,1
JONSANTY HAMSTER FOOD 1LB,HAMSTER / RABBIT / FISH / BIRD,HRB0061,0,0.0,0,0,0,0.0,112.0,9,3,248.0,0,0,1
NUTRIBIT PREMIUM RABBIT BREEDER PELLET 1KG REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0062,1,0.0,1,1,0,-1.0,130.0,9,3,288.0,0,0,1
PREMIUM BIRD FOOD MIXED SEEDS AND PELLETS 250G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0063,0,0.0,0,0,0,0.0,44.0,9,3,112.0,0,0,1
REP-CAL TORTOISE TURTLE FOOD 170G,HAMSTER / RABBIT / FISH / BIRD,HRB0064,0,0.0,0,1,0,0.0,190.0,9,3,406.0,0,0,1
SHOWA TURTLE PELLET 30G,HAMSTER / RABBIT / FISH / BIRD,HRB0065,3,0.0,1,0,0,9.0,75.0,9,3,200.0,0,0,1
SMARTHEART RODENT FOOD 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0066,0,0.0,0,0,0,0.0,78.0,9,3,180.0,0,0,1
VERSELE-LAGA CRISPY NUESLU HAMSTER FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0067,1,0.0,1,0,0,-1.0,260.0,9,3,546.0,0,0,1
VITACKRAFT MENU REPACK - RABBIT FOOD 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0068,0,0.0,0,0,0,0.0,63.0,5,3,142.0,0,0,1
GRASS STICKS 1PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0069,0,0.0,0,0,0,0.0,130.0,5,3,276.0,0,0,1
LUXBER LU101 FORMULA  RABBIT FOOD,HAMSTER / RABBIT / FISH / BIRD,HRB0070,0,0.0,0,0,0,0.0,50.0,5,3,116.0,0,0,1
LUXBER VITAFUL FORMULA RABBIT FOOD POUCH 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0071,0,0.0,0,0,0,0.0,30.0,5,3,76.0,0,0,1
R&M CLASSIC DAILY RABBIT FOOD 454G,HAMSTER / RABBIT / FISH / BIRD,HRB0072,0,0.0,0,0,0,0.0,50.0,5,3,116.0,0,0,1
R&M RL-101 DIGESTANT RABBIT FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0073,0,0.0,0,0,0,0.0,80.0,5,3,176.0,0,0,1
VITAKRAFT MENU RABBIT FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0074,0,0.0,0,0,0,0.0,320.0,5,3,656.0,0,0,1
PORPOISE KOI FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0075,0,0.0,3,0,1,1.0,320.0,5,3,666.0,0,0,1
PORPOISE AROWANA FISH FOOD 125G,HAMSTER / RABBIT / FISH / BIRD,HRB0076,1,0.0,1,0,1,2.0,258.0,5,3,542.0,0,0,1
BONUSES KOI FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0077,1,1.0,0,1,0,1.0,220.0,5,3,464.0,0,0,1
TATEH FISH FOOD SINKER PELLETS PO3/PO4 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0078,0,0.0,0,0,0,8.0,170.0,5,3,372.0,0,0,1
FOOD DISPENSER FOR SMALL PETS,HAMSTER / RABBIT / FISH / BIRD,HRB0079,0,1.0,0,0,0,0.0,190.0,5,3,398.0,0,0,1
BIRD SEEDS MIX -BIG,HAMSTER / RABBIT / FISH / BIRD,HRB0080,0,0.0,1,0,0,4.0,120.0,5,3,266.0,0,0,1
BIRD SEEDS MIX - SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0081,0,0.0,0,0,0,1.0,60.0,5,3,138.0,0,0,1
BIRD PREMIUM MIXED SEEDS AND PELLETS,HAMSTER / RABBIT / FISH / BIRD,HRB0082,1,2.0,0,0,0,4.0,140.0,5,3,310.0,0,0,1
HAMSTER WARMNEST,HAMSTER / RABBIT / FISH / BIRD,HRB0083,0,0.0,1,0,0,4.0,195.0,5,3,416.0,0,0,1
HANGING WHITE STONE MOLAR CHEWING - 1L,HAMSTER / RABBIT / FISH / BIRD,HRB0084,0,0.0,0,0,0,1.0,95.0,5,3,208.0,0,0,1
HANGING WHITE STONE MOLAR CHEWING FOR BIRDS AND HAMSTER - 2L,HAMSTER / RABBIT / FISH / BIRD,HRB0085,0,0.0,0,0,0,2.0,130.0,5,3,280.0,0,0,1
WHITE STONE CUBE MOLAR TEETHING,HAMSTER / RABBIT / FISH / BIRD,HRB0086,2,0.0,3,0,0,4.0,25.0,5,3,84.0,0,0,1
HAMSTER HARNESS ALL SIZE,HAMSTER / RABBIT / FISH / BIRD,HRB0087,0,0.0,0,0,0,3.0,230.0,5,3,482.0,0,0,1
HAMSTER BATHTUB CLEAR ELEVATED,HAMSTER / RABBIT / FISH / BIRD,HRB0088,0,1.0,0,0,0,3.0,230.0,5,3,484.0,0,0,1
HAMSTER BATHROOM DETACHABLE,HAMSTER / RABBIT / FISH / BIRD,HRB0089,0,0.0,0,0,0,2.0,170.0,5,3,360.0,0,0,1
GRASS STICKS BY PC,HAMSTER / RABBIT / FISH / BIRD,HRB0090,2,3.0,3,0,0,22.0,10.0,5,4,98.0,0,0,1
HAMSTER HAMMOCK - L,HAMSTER / RABBIT / FISH / BIRD,HRB0091,0,0.0,0,0,0,3.0,250.0,5,3,522.0,0,0,1
HAMSTER HAMMOCK - XS,HAMSTER / RABBIT / FISH / BIRD,HRB0092,0,0.0,0,1,0,2.0,160.0,5,3,342.0,0,0,1
HAMSTER TUNNEL - L,HAMSTER / RABBIT / FISH / BIRD,HRB0093,0,0.0,0,0,0,2.0,180.0,5,3,380.0,0,0,1
HAMSTER TUNNEL - M,HAMSTER / RABBIT / FISH / BIRD,HRB0094,0,0.0,0,0,0,2.0,160.0,5,3,340.0,0,0,1
HAMSTER WINDMILL LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0095,2,0.0,0,0,0,-2.0,190.0,5,3,396.0,0,0,1
HAMSTER TREAT DRIED FRUIT APPLE GRAINS IN JAR,HAMSTER / RABBIT / FISH / BIRD,HRB0096,0,0.0,1,0,1,1.0,180.0,5,3,382.0,0,0,1
ORIENTAL BLEND MIX OF SEEDS - BIRD FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0097,0,0.0,0,0,0,-3.0,250.0,5,3,510.0,0,0,1
SALLY HAMSTER FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0098,1,1.0,0,0,1,-2.0,180.0,5,3,378.0,0,0,1
SMARTHEART RABBIT FOOD 500G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0099,0,1.0,2,0,0,4.0,130.0,5,3,290.0,0,0,1
SMARTHEART RABBIT FOOD 250G PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0100,0,0.0,0,0,0,0.0,78.0,5,3,172.0,0,0,1
SEAFOOD HAMSTER FOOD MIX 400G,HAMSTER / RABBIT / FISH / BIRD,HRB0101,0,3.0,1,4,2,-4.0,168.0,5,4,366.0,0,0,1
CRISPY MUESLI HAMSTER FOOD 1KILO,HAMSTER / RABBIT / FISH / BIRD,HRB0102,0,0.0,0,2,0,0.0,260.0,5,3,540.0,0,0,1
CRISPY MUESLI RABBITS 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0103,1,3.0,1,1,0,1.0,250.0,5,3,530.0,0,0,1
RODENT FOOD PELLETS 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0104,0,0.0,0,0,0,0.0,190.0,5,3,396.0,0,0,1
HAMSTER SAND BATH 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0105,1,0.0,0,0,1,-1.0,120.0,5,3,258.0,0,0,1
PORPOISE COLOR ENHANCER FOOD 200G,HAMSTER / RABBIT / FISH / BIRD,HRB0106,1,0.0,0,1,0,1.0,120.0,5,3,262.0,0,0,1
HAMSTER BATH SAND 1KG ANY SCENT CHINESE PRINT,HAMSTER / RABBIT / FISH / BIRD,HRB0107,0,2.0,2,1,0,20.0,190.0,5,3,446.0,0,0,1
JONSANTY HAMSTER BATHING SAND POWDER 100G,HAMSTER / RABBIT / FISH / BIRD,HRB0108,0,0.0,0,0,1,4.0,180.0,5,3,386.0,0,0,1
HAMSTER DRY CLEANING BATH SAND,HAMSTER / RABBIT / FISH / BIRD,HRB0109,1,0.0,2,4,2,7.0,140.0,5,4,330.0,0,0,1
HAMSTER FOOD DISPENCER 300ML,HAMSTER / RABBIT / FISH / BIRD,HRB0110,0,0.0,0,0,0,0.0,190.0,5,3,396.0,0,0,1
RODENT MINT GRASS GREEN BISCUIT TREAT -1PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0111,2,0.0,0,0,0,7.0,30.0,5,3,94.0,0,0,1
HAMSTER TUNNEL SET PACK CLEAR PLASTIC,HAMSTER / RABBIT / FISH / BIRD,HRB0112,0,0.0,1,1,0,4.0,250.0,5,3,528.0,0,0,1
HAMSTER WATER DISPENSER NOZZLE SET 80ML,HAMSTER / RABBIT / FISH / BIRD,HRB0113,1,0.0,0,0,0,0.0,150.0,5,3,318.0,0,0,1
HAMSTER BATH TUB BOX- SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0114,0,1.0,0,2,0,2.0,60.0,5,3,146.0,0,0,1
HAMSTER WHEEL A,HAMSTER / RABBIT / FISH / BIRD,HRB0115,1,0.0,0,0,0,2.0,160.0,5,3,342.0,0,0,1
HAMSTER WHEEL B,HAMSTER / RABBIT / FISH / BIRD,HRB0116,0,0.0,0,0,0,1.0,95.0,5,3,208.0,0,0,1
SMALL PETS HANGING SWING,HAMSTER / RABBIT / FISH / BIRD,HRB0117,0,0.0,0,1,0,2.0,80.0,5,3,182.0,0,0,1
SMALL PETS - HAMSTER BISCUITS SHAPE,HAMSTER / RABBIT / FISH / BIRD,HRB0118,0,0.0,0,0,0,1.0,100.0,5,3,218.0,0,0,1
VITAKRAFT MENU BIRD FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0119,0,0.0,0,0,0,0.0,320.0,5,3,656.0,0,0,1
MAISA / MEFO EISEN WOOD SHAVINGS 1000G,HAMSTER / RABBIT / FISH / BIRD,HRB0120,1,9.0,1,4,2,9.0,195.0,5,5,462.0,0,0,1
DRIED WORMS 250G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0121,1,0.0,2,1,0,2.0,196.0,5,3,420.0,0,0,1
DRIED WORMS 100G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0122,1,2.0,7,0,1,3.0,90.0,5,4,226.0,0,0,1
DRIED BLACK SOLDIER FLY LARVAE 250G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0123,1,0.0,2,1,0,2.0,180.0,5,3,388.0,0,0,1
DRIED BLACK SOLDIER FLY LARVAE 100G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0124,0,1.0,2,6,0,9.0,85.0,5,4,224.0,0,0,1
PET SNACKS GOATMILL PUDDING,HAMSTER / RABBIT / FISH / BIRD,HRB0125,0,3.0,0,0,0,0.0,140.0,5,3,302.0,0,0,1
MEAT STRIPS HAMSTER TREAT 1PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0126,0,0.0,0,1,0,5.0,120.0,5,3,268.0,0,0,1
VITAKRAFT MENU VITAL RABBIT FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0127,0,0.0,1,0,0,8.0,185.0,5,3,404.0,0,0,1
SMARTHEART RABBIT FEED ADULT 3KLS PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0128,0,0.0,1,0,0,0.0,680.0,5,3,1378.0,0,0,1
BETTA FISH TANK SMALL - FT1,HAMSTER / RABBIT / FISH / BIRD,HRB0129,0,0.0,0,0,1,2.0,780.0,5,3,1582.0,0,0,1
6IN1 TURTLE FOOD 1000ML,HAMSTER / RABBIT / FISH / BIRD,HRB0140,0,0.0,0,0,0,1.0,295.0,5,3,608.0,0,0,1
DESKTOP FISH TANK DFT,HAMSTER / RABBIT / FISH / BIRD,HRB0141,0,0.0,0,0,1,4.0,990.0,5,3,2006.0,0,0,1
HAMSTER CAGE CLEAR ACRYLIC - HWA,HAMSTER / RABBIT / FISH / BIRD,HRB0142,0,0.0,0,0,0,4.0,1780.0,5,3,3584.0,0,1,0
AUTOMATIC ACRYLIC WATER FOUNTAIN - SMALL AAF 1.5L,HAMSTER / RABBIT / FISH / BIRD,HRB0143,0,0.0,2,0,0,1.0,320.0,5,3,662.0,0,0,1
HAMSTER HOUSE COTTON,HAMSTER / RABBIT / FISH / BIRD,HRB0144,0,0.0,0,0,0,4.0,230.0,5,3,484.0,0,0,1
HAMSTER VILLA BLUE HOUSE -BH,HAMSTER / RABBIT / FISH / BIRD,HRB0145,0,0.0,0,0,0,2.0,230.0,5,3,480.0,0,0,1
ANGELTRAFFY HAMSTER TREATS FOOD MIX 50G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0146,0,0.0,5,1,0,2.0,60.0,5,3,152.0,0,0,1
JONSANTY  ASSORTED FRUITS CST041 450ML,HAMSTER / RABBIT / FISH / BIRD,HRB0147,0,0.0,0,0,0,4.0,190.0,5,3,404.0,0,0,1
JONSANTY MIXED VEGETA SNACKS 450ML CST042,HAMSTER / RABBIT / FISH / BIRD,HRB0148,0,0.0,0,0,0,4.0,180.0,5,3,384.0,0,0,1
JONSANTY SUNFLOWER SEEDS 450ML CST013,HAMSTER / RABBIT / FISH / BIRD,HRB0149,0,0.0,0,0,0,2.0,140.0,5,3,300.0,0,0,1
JONSANTY HAMSTER FEED 450ML CST100,HAMSTER / RABBIT / FISH / BIRD,HRB0150,0,0.0,1,1,0,2.0,130.0,5,3,284.0,0,0,1
BLUE DISENFECTANT SPRAY BOTTLE 500ML,DISINFECTANT - KENNEL CARE,KC0001,0,0.0,0,0,0,0.0,96.25,5,3,208.5,0,0,1
PROLIFIC KENNEL CARE 75ML,DISINFECTANT - KENNEL CARE,KC0002,0,0.0,0,0,0,0.0,40.75,5,3,97.5,0,0,1
PROLIFIC KENNEL CARE 500ML,DISINFECTANT - KENNEL CARE,KC0003,5,0.0,1,0,0,8.0,260.0,5,3,564.0,0,0,1
PROLIFIC KENNEL CARE 1000ML,DISINFECTANT - KENNEL CARE,KC0004,0,0.0,0,1,0,10.0,390.0,5,3,818.0,0,0,1
BIOLINE PUPPY TRAINING SPRAY 120ML,DISINFECTANT - KENNEL CARE,KC0005,2,0.0,0,2,2,6.0,160.0,5,3,360.0,0,0,1
BIOLINE PUPPY TRAINING 50ML,DISINFECTANT - KENNEL CARE,KC0006,0,0.0,0,0,2,12.0,130.0,5,3,304.0,0,0,1
RPETS JOLLY POTTY TRAINING,DISINFECTANT - KENNEL CARE,KC0007,0,0.0,0,0,0,0.0,135.0,5,3,286.0,0,0,1
TRAINING SPRAY - GO HERE SPRAY 60ML,DISINFECTANT - KENNEL CARE,KC0008,0,3.0,0,1,0,5.0,120.0,5,3,274.0,0,0,1
GFUR CARE KENNEL CARE LIQUID DISINFECTANT,DISINFECTANT - KENNEL CARE,KC0009,0,1.0,1,6,2,11.0,180.0,15,3,438.0,0,0,1
ASSORTED MEDIUM COLLAR,LEASH AND COLLARS,LC0001,0,0.0,2,0,0,3.0,65.0,16,3,178.0,0,0,1
COTTON MESH MUZZLE,LEASH AND COLLARS,LC0002,0,0.0,0,0,0,0.0,112.0,16,3,262.0,0,0,1
PLASTIC MUZZLE WITH LEATHER STRAP #1,LEASH AND COLLARS,LC0003,0,1.0,2,1,0,6.0,95.0,16,3,248.0,0,0,1
PLASTIC MUZZLE WITH LEATHER STRAP #2,LEASH AND COLLARS,LC0004,0,1.0,1,2,0,1.0,120.0,16,3,288.0,0,0,1
